"eventtype","ts","eventid","requestid","receivedat","metadata_json","validation_json","payload_json","ingestedat","year","month","day","type"
"search.search.performed","2025-01-15T15:01:22Z","cc2d6ae8-bd9b-436f-9fbe-74f97dcab490","1b23fbbe-73e1-4255-8672-29308472299e","2025-10-15T23:53:35.480293Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23619133480, ""eventSizeBytes"": 290, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:53:39.918381Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/cc2d6ae8-bd9b-436f-9fbe-74f97dcab490.json""}","{""searchId"": ""SCH-20250115-011"", ""userId"": ""u-1420"", ""origin"": ""EZE"", ""destination"": ""CDG"", ""departDate"": ""2025-09-04"", ""returnDate"": ""2025-09-20"", ""paxCount"": 2, ""category"": ""business"", ""performedAt"": ""2025-01-15T15:01:22Z""}","2025-10-15T23:53:39.918449Z","2025","10","15","search.search.performed"
"reservations.reservation.created","2025-01-15T17:10:05Z","2a662b0a-c826-4517-8f0a-73872cf91758","07dbd180-58b3-4695-9852-5860f93b339f","2025-10-15T23:59:10.714257Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23611745714, ""eventSizeBytes"": 219, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:11.942861Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/2a662b0a-c826-4517-8f0a-73872cf91758.json""}","{""reservationId"": ""RSV-5017"", ""userId"": ""u-1502"", ""flightId"": ""AR1780"", ""amount"": 155, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T17:10:05Z""}","2025-10-15T23:59:11.942919Z","2025","10","15","reservations.reservation.created"
"catalogo","2025-01-28T10:25:00Z","07f2b4f2-06dd-408a-88ac-b28b91e55f88","3ffae7b3-9815-417d-82ed-35fc6d455aff","2025-10-15T23:58:47.214296Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 22512827214, ""eventSizeBytes"": 343, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:48.147157Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/07f2b4f2-06dd-408a-88ac-b28b91e55f88.json""}","{""id"": 6, ""id_vuelo"": ""AR1710"", ""aerolinea"": ""Aerolineas Argentinas"", ""origen"": ""COR"", ""destino"": ""EZE"", ""precio"": 98, ""moneda"": ""USD"", ""despegue"": ""2025-01-28T10:25:00Z"", ""aterrizaje_local"": ""2025-01-28T14:45:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 180, ""tipoAvion"": ""B737""}","2025-10-15T23:58:48.147219Z","2025","10","15","catalogo"
"search.cart.item.added","2025-01-15T11:00:12Z","e2de1ca1-beec-4616-b17c-db84599bdee1","5a576938-88b4-470d-99f5-0355079ce3c2","2025-10-15T23:57:40.201679Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23633848201, ""eventSizeBytes"": 140, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:40.995693Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/e2de1ca1-beec-4616-b17c-db84599bdee1.json""}","{""userId"": ""u-1044"", ""flightId"": ""LA621"", ""addedAt"": ""2025-01-15T11:00:12Z""}","2025-10-15T23:57:40.995748Z","2025","10","15","search.cart.item.added"
"catalogo","2025-02-01T07:15:00Z","d8b4db88-1a5c-472a-aba0-a700097ed87c","b8c98741-ec3a-4d9f-8a94-c80c5d3a2915","2025-10-15T23:58:46.553178Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 22178626553, ""eventSizeBytes"": 332, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:47.284930Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unknown aircraft type: EMB190"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/d8b4db88-1a5c-472a-aba0-a700097ed87c.json""}","{""id"": 3, ""id_vuelo"": ""FO501"", ""aerolinea"": ""FlyBondi"", ""origen"": ""EZE"", ""destino"": ""MDZ"", ""precio"": 189, ""moneda"": ""ARS"", ""despegue"": ""2025-02-01T07:15:00Z"", ""aterrizaje_local"": ""2025-02-01T11:40:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 118, ""tipoAvion"": ""EMB190""}","2025-10-15T23:58:47.284993Z","2025","10","15","catalogo"
"reservations.reservation.updated","2025-01-16T16:08:00Z","6e397e2b-ffef-4a54-bbd9-fa99277fb95c","d794d5a3-66a1-410d-9d43-f3042bdcf1a0","2025-10-15T23:59:59.232056Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23529119232, ""eventSizeBytes"": 210, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-16T00:00:00.661841Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.updated/6e397e2b-ffef-4a54-bbd9-fa99277fb95c.json""}","{""reservationId"": ""RSV-5013"", ""newStatus"": ""CONFIRMED"", ""reservationDate"": ""2025-01-16T16:08:00Z"", ""flightDate"": ""2025-02-05T09:15:00Z""}","2025-10-16T00:00:00.661899Z","2025","10","15","reservations.reservation.updated"
"search.cart.item.added","2025-01-15T13:19:54Z","2220986a-6949-4942-93d9-1d272e0b8faa","0c6e8c9e-9f1e-4e47-92f5-ac3e1f69a5a9","2025-10-15T23:57:41.353296Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23625467353, ""eventSizeBytes"": 141, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:42.648773Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/2220986a-6949-4942-93d9-1d272e0b8faa.json""}","{""userId"": ""u-1288"", ""flightId"": ""JJ8003"", ""addedAt"": ""2025-01-15T13:19:54Z""}","2025-10-15T23:57:42.648831Z","2025","10","15","search.cart.item.added"
"flights.aircraft_or_airline.updated","2025-10-15T22:38:43Z","e8347fea-99c8-4f82-834a-3775e7287200","f5e35be2-ebbe-44e8-960c-60f09b7bbfdb","2025-10-15T22:38:43.511666Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 511, ""eventSizeBytes"": 184, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T22:38:44.379857Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [], ""originalS3Key"": ""year=2025/month=10/day=15/type=flights.aircraft_or_airline.updated/e8347fea-99c8-4f82-834a-3775e7287200.json""}","{""airlineBrand"": ""Aerolineas Argentinas"", ""aircraftId"": ""B737"", ""capacity"": 180, ""seatMapId"": ""seatmap-01""}","2025-10-15T22:38:44.379913Z","2025","10","15","flights.aircraft_or_airline.updated"
"reservations.reservation.updated","2025-01-16T11:35:00Z","21053aa4-a318-492c-a251-a2356bb2bf71","07c331fe-1fbb-4006-990d-161a476ba086","2025-10-15T23:59:58.552065Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23545498552, ""eventSizeBytes"": 209, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:59.765773Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.updated/21053aa4-a318-492c-a251-a2356bb2bf71.json""}","{""reservationId"": ""RSV-5008"", ""newStatus"": ""UPGRADED"", ""reservationDate"": ""2025-01-16T11:35:00Z"", ""flightDate"": ""2025-02-20T12:30:00Z""}","2025-10-15T23:59:59.765864Z","2025","10","15","reservations.reservation.updated"
"search.search.performed","2025-01-15T10:12:43Z","f39d5489-d344-421c-9d45-28a89f0e803a","c43c8988-a668-4684-8790-01caf84b802e","2025-10-15T23:53:32.822345Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23636449822, ""eventSizeBytes"": 289, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:53:38.009063Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/f39d5489-d344-421c-9d45-28a89f0e803a.json""}","{""searchId"": ""SCH-20250115-001"", ""userId"": ""u-1001"", ""origin"": ""EZE"", ""destination"": ""MIA"", ""departDate"": ""2025-02-18"", ""returnDate"": ""2025-02-28"", ""paxCount"": 2, ""category"": ""economy"", ""performedAt"": ""2025-01-15T10:12:43Z""}","2025-10-15T23:53:38.009137Z","2025","10","15","search.search.performed"
"search_metric","2025-01-15T12:40:00Z","b4980f91-c08f-4512-ad76-c2c9641bed75","4109d6f1-932b-442d-bd2a-cbbeb477d9e3","2025-10-15T23:57:13.263880Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23627833263, ""eventSizeBytes"": 224, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:14.426416Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unexpected field for search_metric: timestamp"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search_metric/b4980f91-c08f-4512-ad76-c2c9641bed75.json""}","{""flightsFrom"": ""MDZ"", ""flightsTo"": ""GRU"", ""dateFrom"": ""2025-04-14"", ""dateTo"": ""2025-04-21"", ""resultsCount"": 31, ""timestamp"": ""2025-01-15T12:40:00Z"", ""userId"": ""u-1203""}","2025-10-15T23:57:14.426484Z","2025","10","15","search_metric"
"search.search.performed","2025-01-15T13:32:44Z","ad390e6d-995f-4840-88ea-38d36b5af283","3b151423-ea3c-420e-b1ed-81c3370e2620","2025-10-15T23:53:34.803571Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23624450803, ""eventSizeBytes"": 289, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:53:39.136496Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/ad390e6d-995f-4840-88ea-38d36b5af283.json""}","{""searchId"": ""SCH-20250115-008"", ""userId"": ""u-1320"", ""origin"": ""EZE"", ""destination"": ""LIM"", ""departDate"": ""2025-05-19"", ""returnDate"": ""2025-05-28"", ""paxCount"": 2, ""category"": ""premium"", ""performedAt"": ""2025-01-15T13:32:44Z""}","2025-10-15T23:53:39.136582Z","2025","10","15","search.search.performed"
"payments.payment.status_updated","2025-01-15T18:27:00Z","c78628d1-13c0-40bf-b94b-deb0b5a71a0c","c304208e-2edd-486d-a190-52a286d67cfe","2025-10-15T23:59:36.970146Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23607156970, ""eventSizeBytes"": 238, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:37.584666Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=payments.payment.status_updated/c78628d1-13c0-40bf-b94b-deb0b5a71a0c.json""}","{""paymentId"": ""PAY-8009"", ""reservationId"": ""RSV-5009"", ""userId"": ""u-1399"", ""status"": ""PAID"", ""amount"": 210, ""currency"": ""USD"", ""updatedAt"": ""2025-01-15T18:27:00Z""}","2025-10-15T23:59:37.584724Z","2025","10","15","payments.payment.status_updated"
"catalogo","2025-05-01T22:30:00Z","f6b5f942-7be1-44d7-aaa9-e8eefab8a8fc","cea4f73e-ec9e-4ed5-9992-be084b78ce35","2025-10-15T23:58:47.665375Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 14434127665, ""eventSizeBytes"": 328, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:48.364215Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unknown aircraft type: A350"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/f6b5f942-7be1-44d7-aaa9-e8eefab8a8fc.json""}","{""id"": 8, ""id_vuelo"": ""IB6845"", ""aerolinea"": ""Iberia"", ""origen"": ""EZE"", ""destino"": ""MAD"", ""precio"": 1320, ""moneda"": ""USD"", ""despegue"": ""2025-05-01T22:30:00Z"", ""aterrizaje_local"": ""2025-05-02T15:10:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 314, ""tipoAvion"": ""A350""}","2025-10-15T23:58:48.364278Z","2025","10","15","catalogo"
"reservations.reservation.created","2025-01-15T14:11:56Z","58942d9c-41bf-423a-9acc-2c4d0c34438e","37bd1c49-d964-48f9-9855-46139209313a","2025-10-15T23:59:08.858959Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23622432858, ""eventSizeBytes"": 218, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:09.342703Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/58942d9c-41bf-423a-9acc-2c4d0c34438e.json""}","{""reservationId"": ""RSV-5009"", ""userId"": ""u-1399"", ""flightId"": ""UY232"", ""amount"": 210, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T14:11:56Z""}","2025-10-15T23:59:09.342761Z","2025","10","15","reservations.reservation.created"
"search_metric","2025-01-15T15:04:00Z","c761be19-63e9-4eb2-93e2-6d19ca080e2f","68afa38b-ae9d-4c20-84a3-2bce05f55550","2025-10-15T23:57:14.146562Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23619194146, ""eventSizeBytes"": 224, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:15.415334Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unexpected field for search_metric: timestamp"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search_metric/c761be19-63e9-4eb2-93e2-6d19ca080e2f.json""}","{""flightsFrom"": ""EZE"", ""flightsTo"": ""CDG"", ""dateFrom"": ""2025-09-04"", ""dateTo"": ""2025-09-20"", ""resultsCount"": 55, ""timestamp"": ""2025-01-15T15:04:00Z"", ""userId"": ""u-1420""}","2025-10-15T23:57:15.415397Z","2025","10","15","search_metric"
"reservations.reservation.created","2025-01-15T14:29:44Z","bfc2a2bc-7aad-41f6-b17b-7085b7b5f893","38559b35-e88c-43fe-b75d-5c8b3ab7e1a3","2025-10-15T23:59:09.076078Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23621365076, ""eventSizeBytes"": 218, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:10.468491Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/bfc2a2bc-7aad-41f6-b17b-7085b7b5f893.json""}","{""reservationId"": ""RSV-5010"", ""userId"": ""u-1405"", ""flightId"": ""CM451"", ""amount"": 540, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T14:29:44Z""}","2025-10-15T23:59:10.468549Z","2025","10","15","reservations.reservation.created"
"search.cart.item.added","2025-01-15T13:02:41Z","c6ef56ee-0de5-4030-9fc3-ee712b92ed32","cfa70935-4a61-43fc-a0de-b648737c52a7","2025-10-15T23:57:41.136973Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23626500136, ""eventSizeBytes"": 141, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:41.752921Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/c6ef56ee-0de5-4030-9fc3-ee712b92ed32.json""}","{""userId"": ""u-1225"", ""flightId"": ""AR1710"", ""addedAt"": ""2025-01-15T13:02:41Z""}","2025-10-15T23:57:41.752979Z","2025","10","15","search.cart.item.added"
"users.user.created","2025-01-15T12:25:00Z","5fc632d6-21bb-4263-bc1d-5317a2bf56ad","a26f360b-ab94-4d3a-abc9-cfe9d231b0eb","2025-10-15T23:58:04.782163Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23628784782, ""eventSizeBytes"": 186, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:05.724764Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=users.user.created/5fc632d6-21bb-4263-bc1d-5317a2bf56ad.json""}","{""userId"": ""user-1203"", ""nationalityOrOrigin"": ""BR"", ""roles"": [""traveler"", ""newsletter""], ""createdAt"": ""2025-01-15T12:25:00Z""}","2025-10-15T23:58:05.724823Z","2025","10","15","users.user.created"
"users.user.created","2025-01-15T10:40:00Z","6b25ab73-f0d7-43fc-b66c-d4a7299494bb","30224fc3-d0d3-42d0-8a41-85ae27fbbf12","2025-10-15T23:58:04.305933Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23635084305, ""eventSizeBytes"": 172, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:05.609596Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=users.user.created/6b25ab73-f0d7-43fc-b66c-d4a7299494bb.json""}","{""userId"": ""user-1044"", ""nationalityOrOrigin"": ""CL"", ""roles"": [""traveler""], ""createdAt"": ""2025-01-15T10:40:00Z""}","2025-10-15T23:58:05.609654Z","2025","10","15","users.user.created"
"payments.payment.status_updated","2025-01-15T18:05:00Z","d2ccb85a-48a4-4e29-82d8-89113a5d2796","cc938e33-78c0-49b5-884b-50768a514a4d","2025-10-15T23:59:36.155312Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23608476155, ""eventSizeBytes"": 240, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:36.717318Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=payments.payment.status_updated/d2ccb85a-48a4-4e29-82d8-89113a5d2796.json""}","{""paymentId"": ""PAY-8007"", ""reservationId"": ""RSV-5007"", ""userId"": ""u-1288"", ""status"": ""FAILED"", ""amount"": 654, ""currency"": ""USD"", ""updatedAt"": ""2025-01-15T18:05:00Z""}","2025-10-15T23:59:36.717375Z","2025","10","15","payments.payment.status_updated"
"reservations.reservation.updated","2025-01-16T15:22:00Z","b09d2497-da6d-4b17-a5a9-1f8e1cc8e6af","872edbf7-b035-45ff-b277-0ed114fd8ee2","2025-10-15T23:59:58.989751Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23531878989, ""eventSizeBytes"": 210, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:59.769526Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.updated/b09d2497-da6d-4b17-a5a9-1f8e1cc8e6af.json""}","{""reservationId"": ""RSV-5012"", ""newStatus"": ""CANCELLED"", ""reservationDate"": ""2025-01-16T15:22:00Z"", ""flightDate"": ""2025-05-03T09:55:00Z""}","2025-10-15T23:59:59.769581Z","2025","10","15","reservations.reservation.updated"
"payments.payment.status_updated","2025-10-15T22:38:34.670000Z","c152cc6f-f7bc-4716-85ad-9ea2a29395ea","82b49c1c-0ee9-46a8-8ccc-3ed51a18fc4d","2025-10-15T22:38:34.753061Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 83, ""eventSizeBytes"": 249, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T22:38:36.126370Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [], ""originalS3Key"": ""year=2025/month=10/day=15/type=payments.payment.status_updated/c152cc6f-f7bc-4716-85ad-9ea2a29395ea.json""}","{""paymentId"": ""PAY-651"", ""reservationId"": ""RSV-123"", ""userId"": ""user-123"", ""status"": ""PAID"", ""amount"": 750, ""currency"": ""USD"", ""updatedAt"": ""2025-10-15T22:38:34.670000Z""}","2025-10-15T22:38:36.126451Z","2025","10","15","payments.payment.status_updated"
"search_metric","2025-01-15T16:37:00Z","1c727142-16d1-4601-acb8-d8375a70591b","dacd2ec9-d1cb-47db-aeca-2977511caf34","2025-10-15T23:57:14.895460Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23613614895, ""eventSizeBytes"": 224, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:16.308730Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unexpected field for search_metric: timestamp"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search_metric/1c727142-16d1-4601-acb8-d8375a70591b.json""}","{""flightsFrom"": ""EZE"", ""flightsTo"": ""BOG"", ""dateFrom"": ""2025-03-18"", ""dateTo"": ""2025-03-26"", ""resultsCount"": 25, ""timestamp"": ""2025-01-15T16:37:00Z"", ""userId"": ""u-1510""}","2025-10-15T23:57:16.308793Z","2025","10","15","search_metric"
"search.cart.item.added","2025-01-15T14:28:47Z","3b7ca5c8-728b-49b8-a4c5-d200aef66011","da1580da-7b5b-4786-91fd-35d9a14e1025","2025-10-15T23:57:42.031911Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23621335031, ""eventSizeBytes"": 140, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:42.639248Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/3b7ca5c8-728b-49b8-a4c5-d200aef66011.json""}","{""userId"": ""u-1405"", ""flightId"": ""CM451"", ""addedAt"": ""2025-01-15T14:28:47Z""}","2025-10-15T23:57:42.639317Z","2025","10","15","search.cart.item.added"
"reservations.reservation.created","2025-01-15T11:59:12Z","3cb22c7e-5e93-449d-9ac3-fb249e6afdbe","a61332ea-55b6-401a-8e05-0d9d0d64d5d9","2025-10-15T23:59:07.740172Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23630395740, ""eventSizeBytes"": 220, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:08.897774Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/3cb22c7e-5e93-449d-9ac3-fb249e6afdbe.json""}","{""reservationId"": ""RSV-5004"", ""userId"": ""u-1150"", ""flightId"": ""AR2846"", ""amount"": 1120, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T11:59:12Z""}","2025-10-15T23:59:08.897832Z","2025","10","15","reservations.reservation.created"
